"3-Digit ZIP Code Prefix","Prefix Modifier","Column A 3-Digit Destinations Label To","Unique 3-digit city","Column B 3-Digit/Scheme Destinations Label To","Scheme modifier","Column C SCF Destinations Label To"
"	005","	","	MID-ISLAND NY 005","	","	MID-ISLAND NY 005 ","	","	SCF MID-ISLAND NY 117"
"	006","	N","	SAN JUAN PR 006","	","	SAN JUAN PR 006 ","	S","	SCF SAN JUAN PR 006"
"	007","	N","	SAN JUAN PR 007","	","	SAN JUAN PR 006 ","	S","	SCF SAN JUAN PR 006"
"	008","	N","	SAN JUAN PR 008","	","	SAN JUAN PR 006 ","	S","	SCF SAN JUAN PR 006"
"	009","	N","	SAN JUAN PR 009","	U","	SAN JUAN PR 006 ","	S","	SCF SAN JUAN PR 006"
"	010","	N","	HARTFORD CT 010","	","	HARTFORD CT 010 ","	","	SCF HARTFORD CT 060"
"	011","	N","	HARTFORD CT 011","	U","	HARTFORD CT 011 ","	","	SCF HARTFORD CT 060"
"	012","	","	HARTFORD CT 012","	","	HARTFORD CT 012 ","	","	SCF HARTFORD CT 060"
"	013","	N","	CENTRAL MA 013","	","	CENTRAL MA 015 ","	S","	SCF CENTRAL MA 015"
"	014","	N","	CENTRAL MA 014","	","	CENTRAL MA 015 ","	S","	SCF CENTRAL MA 015"
"	015","	N","	CENTRAL MA 015","	","	CENTRAL MA 015 ","	S","	SCF CENTRAL MA 015"
"	016","	","	WORCESTER MA 016","	U","	WORCESTER MA 016 ","	","	SCF CENTRAL MA 015"
"	017","	","	CENTRAL MA 017","	","	CENTRAL MA 015 ","	S","	SCF CENTRAL MA 015"
"	018","	N","	MIDDLESEX-ESX MA 018","	","	MIDDLESEX-ESX MA 018 ","	S","	SCF MIDDLESEX-ESX MA 018"
"	019","	N","	MIDDLESEX-ESX MA 019","	","	MIDDLESEX-ESX MA 018 ","	S","	SCF MIDDLESEX-ESX MA 018"
"	020","	N","	BROCKTON MA 020","	","	BROCKTON MA 023 ","	S","	SCF BROCKTON MA 023"
"	021","	N","	BOSTON MA 021","	U","	BOSTON MA 021 ","	S","	SCF BOSTON MA 021"
"	022","	N","	BOSTON MA 022","	U","	BOSTON MA 021 ","	S","	SCF BOSTON MA 021"
"	023","	N","	BROCKTON MA 023","	","	BROCKTON MA 023 ","	S","	SCF BROCKTON MA 023"
"	024","	","	NORTHWEST BOS MA 024","	","	NORTHWEST BOS MA 024 ","	","	SCF BOSTON MA 021"
"	025","	N","	PROVIDENCE RI 025","	","	PROVIDENCE RI 025 ","	S","	SCF PROVIDENCE RI 028"
"	026","	N","	PROVIDENCE RI 026","	","	PROVIDENCE RI 025 ","	S","	SCF PROVIDENCE RI 028"
"	027","	","	PROVIDENCE RI 027","	","	PROVIDENCE RI 028 ","	S","	SCF PROVIDENCE RI 028"
"	028","	","	PROVIDENCE RI 028","	","	PROVIDENCE RI 028 ","	S","	SCF PROVIDENCE RI 028"
"	029","	","	PROVIDENCE RI 029","	U","	PROVIDENCE RI 029 ","	","	SCF PROVIDENCE RI 028"
"	030","	N","	MANCHESTER NH 030","	","	MANCHESTER NH 030 ","	","	SCF MANCHESTER NH 030"
"	031","	","	MANCHESTER NH 031","	U","	MANCHESTER NH 031 ","	","	SCF MANCHESTER NH 030"
"	032","	N","	MANCHESTER NH 032","	","	MANCHESTER NH 032 ","	","	SCF MANCHESTER NH 030"
"	033","	","	CONCORD NH 033","	U","	CONCORD NH 033 ","	","	SCF MANCHESTER NH 030"
"	034","	N","	MANCHESTER NH 034","	","	MANCHESTER NH 034 ","	","	SCF MANCHESTER NH 030"
"	035","	","	WHITE RIV JCT VT 035","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	036","	","	WHITE RIV JCT VT 036","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	037","	","	WHITE RIV JCT VT 037","	","	WHITE RIV JCT VT 050 ","	S","	SCF WHITE RIV JCT VT 050"
"	038","	N","	MANCHESTER NH 038","	","	MANCHESTER NH 038 ","	","	SCF MANCHESTER NH 030"
"	039","	N","	SOUTHERN  ME 039","	","	SOUTHERN  ME 039 ","	","	SCF SOUTHERN ME 040"
"	040","	","	SOUTHERN ME 040","	","	SOUTHERN ME 040 ","	","	SCF SOUTHERN ME 040"
"	041","	","	SOUTHERN ME 041","	U","	SOUTHERN ME 041 ","	","	SCF SOUTHERN ME 040"
"	042","	","	SOUTHERN ME 042","	","	SOUTHERN ME 042 ","	","	SCF SOUTHERN ME 040"
"	043","	","	SOUTHERN ME 043","	","	SOUTHERN ME 043 ","	","	SCF SOUTHERN ME 040"
"	044","	","	EASTERN ME 044","	","	EASTERN ME 044 ","	","	SCF EASTERN ME 044"
"	045","	","	SOUTHERN ME 045","	","	SOUTHERN ME 045 ","	","	SCF SOUTHERN ME 040"
"	046","	","	EASTERN ME 046","	","	EASTERN ME 046 ","	","	SCF EASTERN ME 044"
"	047","	","	EASTERN ME 047","	","	EASTERN ME 047 ","	","	SCF EASTERN ME 044"
"	048","	","	SOUTHERN ME 048","	","	SOUTHERN ME 048 ","	","	SCF SOUTHERN ME 040"
"	049","	","	EASTERN ME 049","	","	EASTERN ME 049 ","	","	SCF EASTERN ME 044"
"	050","	","	WHITE RIV JCT VT 050","	","	WHITE RIV JCT VT 050 ","	S","	SCF WHITE RIV JCT VT 050"
"	051","	","	WHITE RIV JCT VT 051","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	052","	","	WHITE RIV JCT VT 052","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	053","	","	WHITE RIV JCT VT 053","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	054","	","	BURLINGTON VT 054","	","	BURLINGTON VT 054 ","	S","	SCF BURLINGTON VT 054"
"	055","	N","	MIDDLESEX-ESX MA 055","	","	MIDDLESEX-ESX MA 018 ","	S","	SCF MIDDLESEX-ESX MA 018"
"	056","	","	BURLINGTON VT 056","	","	BURLINGTON VT 054 ","	S","	SCF BURLINGTON VT 054"
"	057","	","	WHITE RIV JCT VT 057","	","	WHITE RIV JCT VT 057 ","	S","	SCF WHITE RIV JCT VT 050"
"	058","	","	WHITE RIV JCT VT 058","	","	WHITE RIV JCT VT 057 ","	S","	SCF WHITE RIV JCT VT 050"
"	059","	","	WHITE RIV JCT VT 059","	","	WHITE RIV JCT VT 051 ","	S","	SCF WHITE RIV JCT VT 050"
"	060","	N","	HARTFORD CT 060","	","	HARTFORD CT 060 ","	","	SCF HARTFORD CT 060"
"	061","	N","	HARTFORD CT 061","	U","	HARTFORD CT 061 ","	","	SCF HARTFORD CT 060"
"	062","	","	HARTFORD CT 062","	","	HARTFORD CT 062 ","	","	SCF HARTFORD CT 060"
"	063","	","	HARTFORD CT 063","	","	HARTFORD CT 063 ","	","	SCF HARTFORD CT 060"
"	064","	","	HARTFORD CT 064","	","	HARTFORD CT 064 ","	","	SCF HARTFORD CT 060"
"	065","	","	HARTFORD CT 065","	","	HARTFORD CT 065 ","	","	SCF HARTFORD CT 060"
"	066","	","	WESTCHESTER  NY 066","	","	WESTCHESTER NY 066 ","	","	SCF WESTCHESTER NY 105"
"	067","	","	HARTFORD CT 067","	","	HARTFORD CT 067 ","	","	SCF HARTFORD CT 060"
"	068","	","	WESTCHESTER NY 068","	","	WESTCHESTER NY 068 ","	","	SCF WESTCHESTER NY 105"
"	069","	","	WESTCHESTER NY 069","	","	WESTCHESTER NY 069 ","	","	SCF WESTCHESTER NY 105"
"	070","	","	DV DANIELS NJ 070","	","	DV DANIELS NJ 070 ","	","	SCF DV DANIELS NJ 070"
"	071","	","	NEWARK NJ 071","	U","	NEWARK NJ 071 ","	","	SCF DV DANIELS NJ 070"
"	072","	","	ELIZABETH NJ 072","	U","	ELIZABETH NJ 072 ","	","	SCF DV DANIELS NJ 070"
"	073","	","	JERSEY CITY NJ 073","	U","	JERSEY CITY NJ 073 ","	","	SCF DV DANIELS NJ 070"
"	074","	","	NNJ METRO NJ 074","	","	NNJ METRO NJ 074 ","	","	SCF NNJ METRO NJ 076"
"	075","	","	NNJ METRO NJ 075","	U","	NNJ METRO NJ 075 ","	","	SCF NNJ METRO NJ 076"
"	076","	","	NNJ METRO NJ 076","	","	NNJ METRO NJ 076 ","	","	SCF NNJ METRO NJ 076"
"	077","	","	TRENTON NJ 077","	","	TRENTON NJ 077 ","	","	SCF TRENTON NJ 085"
"	078","	","	NNJ METRO NJ 078","	","	NNJ METRO NJ 078 ","	","	SCF NNJ METRO NJ 076"
"	079","	","	DV DANIELS NJ 079","	","	DV DANIELS NJ 079 ","	","	SCF DV DANIELS NJ 070"
"	080","	","	SOUTH JERSEY NJ 080","	","	SOUTH JERSEY NJ 080 ","	S","	SCF SOUTH JERSEY NJ 080"
"	081","	","	CAMDEN NJ 081","	U","	SOUTH JERSEY NJ 080 ","	S","	SCF SOUTH JERSEY NJ 080"
"	082","	","	SOUTH JERSEY NJ 082","	","	SOUTH JERSEY NJ 082 ","	S","	SCF SOUTH JERSEY NJ 080"
"	083","	","	SOUTH JERSEY NJ 083","	","	SOUTH JERSEY NJ 082 ","	S","	SCF SOUTH JERSEY NJ 080"
"	084","	","	ATLANTIC CITY NJ 084","	U","	SOUTH JERSEY NJ 082 ","	S","	SCF SOUTH JERSEY NJ 080"
"	085","	","	TRENTON NJ 085","	","	TRENTON NJ 085 ","	S","	SCF TRENTON NJ 085"
"	086","	","	TRENTON NJ 086","	U","	TRENTON NJ 085 ","	S","	SCF TRENTON NJ 085"
"	087","	","	TRENTON NJ 087","	","	TRENTON NJ 085 ","	S","	SCF TRENTON NJ 085"
"	088","	","	DV DANIELS NJ 088","	","	DV DANIELS NJ 088 ","	","	SCF DV DANIELS NJ 070"
"	089","	","	DV DANIELS NJ 089","	U","	DV DANIELS NJ 089 ","	","	SCF DV DANIELS NJ 070"
"	090","	","	APO   AE 090","	","	APO  AE 090 ","	","	"
"	091","	","	APO  AE 091","	","	APO  AE 091 ","	","	"
"	092","	","	APO  AE 092","	","	APO  AE 092 ","	","	"
"	093","	","	APO  AE 093","	","	APO  AE 093 ","	","	"
"	094","	","	APO/FPO  AE 094","	","	APO/FPO  AE 094 ","	","	"
"	095","	","	FPO  AE 095","	","	FPO  AE 095 ","	","	"
"	096","	","	APO/FPO AE 096","	","	APO/FPO  AE 096 ","	","	"
"	097","	","	APO/FPO  AE 097","	","	APO/FPO  AE 097 ","	","	"
"	098","	","	APO/FPO  AE 098","	","	APO/FPO  AE 098 ","	","	"
"	099","	","	APO/FPO  AE 099","	","	APO/FPO  AE 099 ","	","	"
"	100","	","	NEW YORK NY 100","	U","	NEW YORK NY 100 ","	","	SCF NEW YORK NY 100"
"	101","	","	NEW YORK NY 101","	U","	NEW YORK NY 101 ","	","	SCF NEW YORK NY 100"
"	102","	","	NEW YORK NY 102","	U","	NEW YORK NY 102 ","	","	SCF NEW YORK NY 100"
"	103","	","	BROOKLYN NY 103","	U","	BROOKLYN NY 103 ","	","	SCF BROOKLYN NY 112"
"	104","	","	BRONX NY 104","	U","	BRONX NY 104 ","	","	SCF NEW YORK NY 100"
"	105","	","	WESTCHESTER NY 105","	","	WESTCHESTER NY 105 ","	","	SCF WESTCHESTER NY 105"
"	106","	","	WHITE PLAINS NY 106","	U","	WHITE PLAINS NY 106 ","	","	SCF WESTCHESTER NY 105"
"	107","	","	YONKERS NY 107","	U","	YONKERS NY 107 ","	","	SCF WESTCHESTER NY 105"
"	108","	","	NEW ROCHELLE NY 108","	U","	NEW ROCHELLE NY 108 ","	","	SCF WESTCHESTER NY 105"
"	109","	","	WESTCHESTER NY 109","	","	WESTCHESTER NY 109 ","	","	SCF WESTCHESTER NY 105"
"	110","	","	WESTERN NASSAU NY 110","	","	W NASSAU NY 115 ","	S","	SCF WESTERN NASSAU NY 115"
"	111","	","	LONG ISLAND CITY NY 111","	U","	QUEENS NY 113 ","	S","	SCF QUEENS NY 113"
"	112","	N","	BROOKLYN NY 112","	U","	BROOKLYN NY 112 ","	","	SCF BROOKLYN NY 112"
"	113","	","	FLUSHING NY 113","	U","	QUEENS NY 113 ","	S","	SCF QUEENS NY 113"
"	114","	","	JAMAICA NY 114","	U","	QUEENS NY 113 ","	S","	SCF QUEENS NY 113"
"	115","	","	WESTERN NASSAU NY 115","	","	W NASSAU NY 115 ","	S","	SCF WESTERN NASSAU NY 115"
"	116","	N","	FAR ROCKAWAY NY 116","	U","	FAR ROCKAWAY NY 116 ","	","	SCF BROOKLYN NY 112"
"	117","	","	MID-ISLAND NY 117","	","	MID-ISLAND NY 117 ","	","	SCF MID-ISLAND NY 117"
"	118","	","	HICKSVILLE NY 118","	U","	HICKSVILLE NY 118 ","	","	SCF MID-ISLAND NY 117"
"	119","	","	MID-ISLAND NY 119","	","	MID-ISLAND NY 119 ","	","	SCF MID-ISLAND NY 117"
"	120","	N","	ALBANY NY 120","	","	ALBANY NY 120 ","	S","	SCF ALBANY NY 120"
"	121","	N","	ALBANY NY 121","	","	ALBANY NY 120 ","	S","	SCF ALBANY NY 120"
"	122","	N","	ALBANY NY 122","	U","	ALBANY NY 120 ","	S","	SCF ALBANY NY 120"
"	123","	N","	SCHENECTADY NY 123","	U","	ALBANY NY 120 ","	S","	SCF ALBANY NY 120"
"	124","	N","	MID-HUDSON NY 124","	","	MID-HUDSON NY 125 ","	S","	SCF MID-HUDSON NY 125"
"	125","	N","	MID-HUDSON NY 125","	","	MID-HUDSON NY 125 ","	S","	SCF MID-HUDSON NY 125"
"	126","	","	POUGHKEEPSIE NY 126","	U","	POUGHKEEPSIE NY 126 ","	","	SCF MID-HUDSON NY 125"
"	127","	N","	MID-HUDSON NY 127","	","	MID-HUDSON NY 125 ","	S","	SCF MID-HUDSON NY 125"
"	128","	","	ALBANY NY 128","	","	ALBANY NY 128 ","	","	SCF ALBANY NY 120"
"	129","	","	ALBANY NY 129","	","	ALBANY NY 129 ","	","	SCF ALBANY NY 120"
"	130","	N","	SYRACUSE NY 130","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	131","	N","	SYRACUSE NY 131","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	132","	N","	SYRACUSE NY 132","	U","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	133","	N","	SYRACUSE NY 133","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	134","	N","	SYRACUSE NY 134","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	135","	","	SYRACUSE NY 135","	U","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	136","	","	SYRACUSE NY 136","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	137","	N","	SYRACUSE NY 137","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	138","	N","	SYRACUSE NY 138","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	139","	","	SYRACUSE NY 139","	","	SYRACUSE NY 130 ","	S","	SCF SYRACUSE NY 130"
"	140","	N","	BUFFALO NY 140","	","	BUFFALO NY 140 ","	S","	SCF BUFFALO NY 140"
"	141","	N","	BUFFALO NY 141","	","	BUFFALO NY 140 ","	S","	SCF BUFFALO NY 140"
"	142","	","	BUFFALO NY 142","	U","	BUFFALO NY 140 ","	S","	SCF BUFFALO NY 140"
"	143","	N","	NIAGARA FALLS NY 143","	U","	BUFFALO NY 140 ","	S","	SCF BUFFALO NY 140"
"	144","	N","	ROCHESTER NY 144","	","	ROCHESTER NY 144 ","	","	SCF ROCHESTER NY 144"
"	145","	N","	ROCHESTER NY 145","	","	ROCHESTER NY 145 ","	","	SCF ROCHESTER NY 144"
"	146","	","	ROCHESTER NY 146","	U","	ROCHESTER NY 146 ","	","	SCF ROCHESTER NY 144"
"	147","	","	BUFFALO NY 147","	","	BUFFALO NY 147 ","	","	SCF BUFFALO NY 140"
"	148","	N","	ROCHESTER NY 148","	","	ROCHESTER NY 148 ","	","	SCF ROCHESTER NY 144"
"	149","	N","	ROCHESTER NY 149","	","	ROCHESTER NY 149 ","	","	SCF ROCHESTER NY 144"
"	150","	","	PITTSBURGH PA 150","	","	PITTSBURGH PA 150 ","	","	SCF PITTSBURGH PA 150"
"	151","	","	PITTSBURGH PA 151","	","	PITTSBURGH PA 151 ","	","	SCF PITTSBURGH PA 150"
"	152","	","	PITTSBURGH PA 152","	U","	PITTSBURGH PA 152 ","	","	SCF PITTSBURGH PA 150"
"	153","	","	PITTSBURGH PA 153","	","	PITTSBURGH PA 153 ","	","	SCF PITTSBURGH PA 150"
"	154","	","	PITTSBURGH PA 154","	","	PITTSBURGH PA 154 ","	","	SCF PITTSBURGH PA 150"
"	155","	","	JOHNSTOWN PA 155","	","	JOHNSTOWN PA 155 ","	S","	SCF JOHNSTOWN PA 159"
"	156","	","	PITTSBURGH PA 156","	","	PITTSBURGH PA 156 ","	","	SCF PITTSBURGH PA 150"
"	157","	","	JOHNSTOWN PA 157","	","	JOHNSTOWN PA 155 ","	S","	SCF JOHNSTOWN PA 159"
"	158","	","	JOHNSTOWN PA 158","	","	JOHNSTOWN PA 158 ","	","	SCF JOHNSTOWN PA 159"
"	159","	","	JOHNSTOWN PA 159","	","	JOHNSTOWN PA 159 ","	","	SCF JOHNSTOWN PA 159"
"	160","	","	PITTSBURGH  PA 160","	","	PITTSBURGH PA 160 ","	","	SCF PITTSBURGH PA 150"
"	161","	","	PITTSBURGH PA 161","	","	PITTSBURGH PA 161 ","	","	SCF PITTSBURGH PA 150"
"	162","	","	PITTSBURGH PA 162","	","	PITTSBURGH PA 162 ","	","	SCF PITTSBURGH PA 150"
"	163","	","	PITTSBURGH PA 163","	","	PITTSBURGH PA 163 ","	","	SCF PITTSBURGH PA 150"
"	164","	","	PITTSBURGH PA 164","	","	PITTSBURGH PA 164 ","	","	SCF PITTSBURGH PA 150"
"	165","	","	PITTSBURGH PA 165","	","	PITTSBURGH PA 165 ","	","	SCF PITTSBURGH PA 150"
"	166","	","	JOHNSTOWN PA 166","	","	JOHNSTOWN PA 166 ","	","	SCF JOHNSTOWN PA 159"
"	167","	","	ROCHESTER NY 167","	","	ROCHESTER NY 167 ","	","	SCF ROCHESTER NY 144"
"	168","	","	JOHNSTOWN PA 168","	","	JOHNSTOWN PA 168 ","	","	SCF JOHNSTOWN PA 159"
"	169","	","	HARRISBURG PA 169","	","	HARRISBURG PA 169 ","	","	SCF HARRISBURG PA 170"
"	170","	","	HARRISBURG PA 170","	","	HARRISBURG PA 170 ","	","	SCF HARRISBURG PA 170"
"	171","	","	HARRISBURG PA 171","	U","	HARRISBURG PA 171 ","	","	SCF HARRISBURG PA 170"
"	172","	","	HARRISBURG PA 172","	","	HARRISBURG PA 172 ","	","	SCF HARRISBURG PA 170"
"	173","	","	HARRISBURG PA 173","	","	HARRISBURG PA 173 ","	","	SCF HARRISBURG PA 170"
"	174","	","	HARRISBURG PA 174","	","	HARRISBURG PA 174 ","	","	SCF HARRISBURG PA 170"
"	175","	","	HARRISBURG PA 175","	","	HARRISBURG PA 175 ","	","	SCF HARRISBURG PA 170"
"	176","	","	HARRISBURG PA 176","	","	HARRISBURG PA 176 ","	","	SCF HARRISBURG PA 170"
"	177","	","	HARRISBURG PA 177","	","	HARRISBURG PA 177 ","	","	SCF HARRISBURG PA 170"
"	178","	","	HARRISBURG PA 178","	","	HARRISBURG PA 178 ","	","	SCF HARRISBURG PA 170"
"	179","	","	HARRISBURG PA 179","	","	HARRISBURG PA 179 ","	","	SCF HARRISBURG PA 170"
"	180","	","	LEHIGH VALLEY PA 180","	","	LEHIGH VALLEY PA 180 ","	S","	SCF LEHIGH VALLEY PA 180"
"	181","	","	ALLENTOWN PA 181","	U","	LEHIGH VALLEY PA 180 ","	S","	SCF LEHIGH VALLEY PA 180"
"	182","	","	LEHIGH VALLEY  PA 182","	","	LEHIGH VALLEY PA 182 ","	","	SCF LEHIGH VALLEY PA 180"
"	183","	","	LEHIGH VALLEY PA 183","	","	LEHIGH VALLEY PA 180 ","	S","	SCF LEHIGH VALLEY PA 180"
"	184","	","	LEHIGH VALLEY PA 184","	","	LEHIGH VALLEY PA 184 ","	","	SCF LEHIGH VALLEY PA 180"
"	185","	","	LEHIGH VALLEY PA 185","	U","	LEHIGH VALLEY PA 185 ","	","	SCF LEHIGH VALLEY PA 180"
"	186","	","	LEHIGH VALLEY PA 186","	","	LEHIGH VALLEY PA 186 ","	","	SCF LEHIGH VALLEY PA 180"
"	187","	","	LEHIGH VALLEY PA 187","	","	LEHIGH VALLEY PA 187 ","	","	SCF LEHIGH VALLEY PA 180"
"	188","	","	LEHIGH VALLEY PA 188","	","	LEHIGH VALLEY PA 188 ","	","	SCF LEHIGH VALLEY PA 180"
"	189","	","	PHILADELPHIA PA 189","	","	PHILADELPHIA PA 189 ","	S","	SCF PHILADELPHIA PA 190"
"	190","	","	PHILADELPHIA PA 190","	","	PHILADELPHIA PA 190 ","	","	SCF PHILADELPHIA PA 190"
"	191","	","	PHILADELPHIA PA 191","	U","	PHILADELPHIA PA 191 ","	S","	SCF PHILADELPHIA PA 190"
"	192","	","	PHILADELPHIA PA 192","	","	PHILADELPHIA PA 191 ","	S","	SCF PHILADELPHIA PA 190"
"	193","	","	WILMINGTON DE 193","	","	WILMINGTON DE 197 ","	S","	SCF WILMINGTON DE 197"
"	194","	","	PHILADELPHIA PA 194","	","	PHILADELPHIA PA 189 ","	S","	SCF PHILADELPHIA PA 190"
"	195","	","	HARRISBURG PA 195","	","	HARRISBURG PA 195 ","	","	SCF HARRISBURG PA 170"
"	196","	","	HARRISBURG PA 196","	","	HARRISBURG PA 196 ","	","	SCF HARRISBURG PA 170"
"	197","	","	WILMINGTON DE 197","	","	WILMINGTON DE 197 ","	S","	SCF WILMINGTON DE 197"
"	198","	","	WILMINGTON DE 198","	U","	WILMINGTON DE 197 ","	S","	SCF WILMINGTON DE 197"
"	199","	","	WILMINGTON DE 199","	","	WILMINGTON DE 197 ","	S","	SCF WILMINGTON DE 197"
"	200","	N","	WASHINGTON DC 200","	U","	WASHINGTON DC 200 ","	","	WASHINGTON DC 200"
"	201","	N","	DULLES VA 201","	","	DULLES VA 201 ","	","	SCF DULLES VA 201"
"	202","	N","	WASHINGTON DC 202","	","	WASHINGTON DC 202 ","	","	SCF WASHINGTON DC 202"
"	203","	N","	WASHINGTON DC 203","	","	WASHINGTON DC 203 ","	","	SCF WASHINGTON DC 202"
"	204","	N","	WASHINGTON DC 204","	","	WASHINGTON DC 204 ","	","	SCF WASHINGTON DC 202"
"	205","	N","	WASHINGTON DC 205","	","	WASHINGTON DC 205 ","	","	SCF WASHINGTON DC 202"
"	206","	N","	SOUTHERN MD 206","	","	SOUTHERN MD 206 ","	","	SCF SOUTHERN MD 207"
"	207","	N","	SOUTHERN MD 207","	","	SOUTHERN MD 207 ","	","	SCF SOUTHERN MD 207"
"	208","	N","	SUBURBAN MD 208","	","	SUBURBAN MD 208 ","	","	SCF SUBURBAN MD 208"
"	209","	N","	SUBURBAN MD 209","	","	SUBURBAN MD 209 ","	","	SCF SUBURBAN MD 208"
"	210","	N","	LINTHICUM MD 210","	","	LINTHICUM MD 210 ","	","	SCF LINTHICUM MD 210"
"	211","	N","	LINTHICUM MD 211","	","	LINTHICUM MD 211 ","	","	SCF LINTHICUM MD 210"
"	212","	N","	BALTIMORE MD 212","	","	BALTIMORE MD 212 ","	","	SCF BALTIMORE MD 212"
"	214","	N","	LINTHICUM MD 214","	","	LINTHICUM MD 214 ","	","	SCF LINTHICUM MD 210"
"	215","	N","	BALTIMORE MD 215","	","	BALTIMORE MD 215 ","	","	SCF BALTIMORE MD 212"
"	216","	N","	EASTERN SHORE MD 216","	","	EASTERN SHORE MD 216 ","	","	SCF EASTERN SHORE MD 216"
"	217","	N","	FREDERICK MD 217","	","	FREDERICK MD 217 ","	","	SCF BALTIMORE MD 212"
"	218","	N","	SALISBURY MD 218","	","	EASTERN SHORE MD 218 ","	","	SCF EASTERN SHORE MD 216"
"	219","	N","	BALTIMORE MD 219","	","	BALTIMORE MD 219 ","	","	SCF BALTIMORE MD 212"
"	220","	N","	NORTHERN VA 220","	","	NORTHERN VA 220 ","	","	SCF NORTHERN VA 220"
"	221","	N","	NORTHERN VA 221","	","	NORTHERN VA 221 ","	","	SCF NORTHERN VA 220"
"	222","	N","	NORTHERN VA 222","	","	NORTHERN VA 222 ","	","	SCF NORTHERN VA 220"
"	223","	N","	NORTHERN VA 223","	","	NORTHERN VA 223 ","	","	SCF NORTHERN VA 220"
"	224","	N","	RICHMOND VA 224","	","	RICHMOND VA 224 ","	","	SCF RICHMOND VA 230"
"	225","	N","	RICHMOND VA 225","	","	RICHMOND VA 225 ","	","	SCF RICHMOND VA 230"
"	226","	N","	DULLES VA 226","	","	DULLES VA 226 ","	","	SCF DULLES VA 201"
"	227","	N","	DULLES VA 227","	","	DULLES VA 227 ","	","	SCF DULLES VA 201"
"	228","	N","	CHARLOTTESVLE VA 228","	","	CHARLOTTESVLE VA 228 ","	","	SCF RICHMOND VA 230"
"	229","	N","	CHARLOTTESVLE VA 229","	","	CHARLOTTESVLE VA 229 ","	","	SCF RICHMOND VA 230"
"	230","	N","	RICHMOND VA 230","	","	RICHMOND VA 230 ","	","	SCF RICHMOND VA 230"
"	231","	N","	RICHMOND VA 231","	","	RICHMOND VA 231 ","	","	SCF RICHMOND VA 230"
"	232","	N","	RICHMOND VA 232","	U","	RICHMOND VA 232 ","	","	SCF RICHMOND VA 230"
"	233","	N","	NORFOLK VA 233","	","	NORFOLK VA 233 ","	","	SCF NORFOLK VA 233"
"	234","	N","	NORFOLK VA 234","	","	NORFOLK VA 234 ","	","	SCF NORFOLK VA 233"
"	235","	N","	NORFOLK VA 235","	U","	NORFOLK VA 235 ","	","	SCF NORFOLK VA 233"
